Person ID,Region,Residence Type,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,Approximated Social Grade
7404982,E12000002,H,5,1,2,4,4,2,1,2,1,1,1,9,2,1,4
7405408,E12000002,H,2,1,2,3,2,2,1,2,3,6,7,7,4,-9,1
7405412,E12000002,H,2,1,2,4,2,2,1,1,3,6,1,3,11,2,2
7405477,E12000002,H,1,1,2,6,3,2,1,2,1,2,1,1,2,1,2
7405519,E12000002,H,3,1,1,4,1,2,1,2,1,2,1,5,4,3,3
7405927,E12000002,H,5,1,1,4,4,2,1,1,3,6,1,7,4,1,4
7405553,E12000002,H,3,1,2,6,4,2,1,2,1,2,1,6,11,1,3
7405371,E12000002,H,3,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7405937,E12000002,H,2,1,2,3,1,2,1,1,1,2,2,1,4,4,2
7405398,E12000002,H,2,1,2,7,2,2,1,1,1,2,5,8,2,-9,3
7405392,E12000002,H,3,1,1,1,1,1,1,1,3,6,-9,-9,-9,-9,-9
7405556,E12000002,H,3,1,2,3,1,2,1,2,1,2,7,1,4,-9,4
7405558,E12000002,H,3,1,1,5,1,2,1,4,1,1,8,7,6,-9,4
7404916,E12000002,H,4,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7405405,E12000002,H,3,1,1,2,1,1,1,1,1,2,4,-9,-9,-9,2
7405402,E12000002,H,1,1,1,8,5,2,1,4,1,2,5,4,6,-9,2
7404919,E12000002,H,5,1,1,2,1,2,1,1,1,1,1,1,4,2,1
7404921,E12000002,H,2,1,2,7,2,2,1,3,1,2,5,9,5,-9,4
7404826,E12000002,H,2,1,1,4,2,2,1,1,1,2,1,5,2,3,3
7405391,E12000002,H,3,1,1,3,1,2,1,2,1,1,3,9,3,-9,4
7404820,E12000002,H,2,1,1,5,2,2,1,1,1,2,2,1,4,3,2
7405936,E12000002,H,5,1,2,5,4,2,1,2,1,2,1,6,11,3,3
7405952,E12000002,H,1,1,1,2,1,2,1,1,1,2,1,5,2,3,3
7405934,E12000002,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7405380,E12000002,H,2,1,2,6,2,2,1,3,1,9,8,4,6,-9,4
7404942,E12000002,H,2,1,1,3,1,2,1,1,1,2,2,8,3,3,4
7405410,E12000002,H,2,1,1,5,2,2,2,1,3,6,2,3,8,3,2
7404917,E12000002,H,2,1,1,6,2,2,2,2,1,2,2,5,2,3,3
7405943,E12000002,H,1,1,1,4,1,2,1,1,1,1,1,5,2,4,3
7405379,E12000002,H,4,1,1,4,1,2,1,3,1,2,8,5,11,-9,3
7405390,E12000002,H,1,1,1,8,5,2,1,4,1,2,5,9,3,-9,4
7405479,E12000002,H,5,1,2,6,4,2,1,4,1,2,8,4,4,-9,2
7405928,E12000002,H,2,1,1,8,2,2,1,2,1,2,5,3,8,-9,2
7405407,E12000002,H,3,1,1,2,1,1,1,1,3,6,6,-9,-9,-9,2
7405492,E12000002,H,4,1,1,6,1,2,1,4,1,1,7,-9,-9,-9,4
7405953,E12000002,H,2,1,1,4,2,2,1,2,1,1,1,5,2,3,3
7405513,E12000002,H,5,1,2,5,4,2,1,3,1,1,8,8,4,-9,3
7405970,E12000002,H,2,1,1,4,2,2,1,3,1,1,1,2,6,3,1
7405399,E12000002,H,2,1,2,2,1,1,1,1,3,6,6,-9,-9,-9,2
7405940,E12000002,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7404941,E12000002,H,2,1,2,7,2,2,1,3,1,2,5,1,4,-9,2
7405969,E12000002,H,2,1,1,4,2,2,1,2,1,2,1,3,2,3,2
7405958,E12000002,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7405830,E12000002,H,2,1,2,3,1,2,1,1,1,2,1,6,11,3,4
7404870,E12000002,H,5,1,2,4,1,2,1,1,1,2,1,1,10,4,1
7404924,E12000002,H,2,1,2,4,2,2,1,2,1,9,1,3,10,3,2
7405091,E12000002,H,5,1,2,8,5,2,1,3,1,2,5,5,2,-9,4
7405337,E12000002,H,2,1,2,5,2,2,1,1,1,2,1,2,11,3,2
7405654,E12000002,H,5,1,2,4,3,2,1,2,1,9,3,7,5,-9,4
7405725,E12000002,H,3,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7405727,E12000002,H,3,1,2,4,3,2,1,3,1,2,7,9,2,-9,4
7405414,E12000002,H,6,1,1,2,1,2,1,4,1,2,1,5,4,3,3
7404612,E12000002,H,3,1,1,3,2,2,2,1,3,4,1,8,4,3,4
7406410,E12000002,H,2,1,2,5,2,2,1,1,1,1,1,4,11,3,2
7407330,E12000002,H,3,1,2,4,1,2,1,2,1,2,1,4,11,3,2
7406245,E12000002,H,1,1,2,8,5,2,1,4,1,2,5,6,12,-9,4
7406650,E12000002,H,2,1,1,6,2,2,1,1,1,2,1,2,9,4,1
7406026,E12000002,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7406027,E12000002,H,2,1,1,5,2,2,1,2,1,2,1,4,9,2,2
7406024,E12000002,H,1,1,1,6,4,2,1,4,1,1,5,8,2,-9,4
7406305,E12000002,H,4,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7406069,E12000002,H,2,1,2,6,2,2,1,4,1,2,2,1,8,1,2
7406070,E12000002,H,3,1,1,2,1,1,1,1,1,2,6,-9,-9,-9,2
7406625,E12000002,H,1,1,2,8,5,2,1,3,1,2,5,7,2,-9,4
7406074,E12000002,H,2,1,1,4,2,2,1,2,1,2,1,3,6,3,2
7406013,E12000002,H,2,1,1,3,2,2,1,1,1,1,2,5,3,3,3
7407303,E12000002,H,2,1,1,4,2,2,1,1,1,1,1,2,7,3,1
7406676,E12000002,H,1,1,1,5,4,2,1,3,1,1,9,5,2,-9,4
7406787,E12000002,H,-9,2,2,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
7406246,E12000002,H,1,1,1,4,1,2,2,3,1,2,2,6,12,3,3
7406251,E12000002,H,1,1,1,4,1,2,1,4,1,2,8,4,9,-9,2
7406447,E12000002,H,2,1,2,4,2,2,1,1,1,2,1,3,2,3,2
7407118,E12000002,H,5,1,1,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
7406267,E12000002,H,2,1,1,1,1,1,2,1,1,2,-9,-9,-9,-9,-9
7407333,E12000002,H,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7406609,E12000002,H,1,1,1,7,1,2,1,4,1,2,5,3,11,-9,2
7407328,E12000002,H,2,1,2,5,2,2,1,3,1,1,2,8,6,2,4
7406240,E12000002,H,5,1,1,4,1,2,1,4,1,2,8,-9,-9,-9,4
7407319,E12000002,H,1,1,2,6,5,2,1,3,1,2,1,2,10,3,1
7406235,E12000002,H,5,1,2,3,1,2,1,3,1,2,8,-9,-9,-9,4
7406674,E12000002,H,4,1,1,3,1,2,1,1,1,1,2,5,3,3,3
7406411,E12000002,H,1,1,1,8,1,2,1,3,1,2,5,-9,-9,-9,4
7407308,E12000002,H,2,1,2,4,2,2,1,1,1,2,2,6,12,3,3
7406324,E12000002,H,3,1,1,2,1,2,1,2,1,2,1,1,5,3,2
7406234,E12000002,H,2,1,1,5,2,2,1,2,1,2,1,8,6,3,3
7407300,E12000002,H,3,1,2,4,4,2,1,1,1,2,2,5,5,3,3
7406232,E12000002,H,1,1,2,5,1,2,1,2,1,2,1,6,11,2,3
7407310,E12000002,H,4,1,1,3,1,2,1,2,1,2,1,6,11,3,2
7407291,E12000002,H,2,1,2,4,2,2,1,3,1,2,1,3,8,3,2
7407326,E12000002,H,2,1,2,7,2,2,1,1,1,2,5,2,11,-9,2
7407313,E12000002,H,2,1,2,6,2,2,1,3,2,2,1,6,11,1,3
7406724,E12000002,H,3,1,1,1,1,1,1,2,1,2,-9,-9,-9,-9,-9
7406166,E12000002,H,1,1,1,5,1,2,1,3,1,2,8,1,5,-9,2
7407306,E12000002,H,3,1,2,1,1,1,1,2,1,9,-9,-9,-9,-9,-9
7407298,E12000002,H,2,1,1,7,2,2,1,2,1,2,5,9,4,-9,4
7406714,E12000002,H,3,1,2,4,1,2,1,2,1,2,1,6,10,3,3
7407297,E12000002,H,2,1,1,6,2,2,1,3,1,2,5,1,8,-9,1
7406065,E12000002,H,2,1,1,2,1,2,2,1,2,2,1,6,5,3,3
7406855,E12000002,H,5,1,1,2,1,1,1,2,1,2,6,-9,-9,-9,2
7407320,E12000002,H,1,1,1,3,2,2,2,2,1,9,1,5,5,3,3
7406691,E12000002,H,2,1,1,6,2,2,1,2,1,1,1,4,9,2,2
7407334,E12000002,H,2,1,2,4,2,2,1,2,1,1,1,2,10,3,1
7406718,E12000002,H,3,1,2,5,1,2,1,1,1,2,1,4,3,1,2
7406668,E12000002,H,2,1,1,4,2,2,1,2,1,2,2,1,4,4,2
7406268,E12000002,H,2,1,2,4,2,2,1,1,2,3,1,2,11,4,2
7407337,E12000002,H,2,1,2,3,1,2,1,2,1,2,3,6,11,-9,4
7406702,E12000002,H,2,1,2,4,2,2,1,2,1,2,7,9,2,-9,3
7407316,E12000002,H,2,1,1,2,1,2,1,2,1,9,1,9,12,1,4
7407318,E12000002,H,2,1,1,6,2,2,1,3,1,2,5,2,9,-9,2
7406720,E12000002,H,1,1,1,4,1,2,1,1,1,9,1,3,9,3,2
7403608,E12000002,H,2,1,2,4,2,2,1,2,1,2,2,9,8,1,4
7403598,E12000002,H,2,1,1,3,2,2,2,1,1,2,2,5,3,4,3
7403601,E12000002,H,3,1,1,1,1,1,1,1,2,1,-9,-9,-9,-9,-9
7403550,E12000002,H,1,1,1,7,1,2,1,2,1,1,5,5,3,-9,3
7403569,E12000002,H,2,1,1,5,2,2,1,2,1,2,2,7,8,3,4
7403718,E12000002,H,3,1,1,6,4,2,1,2,1,1,5,3,2,-9,2
7402685,E12000002,H,2,1,2,6,2,2,1,2,1,2,2,1,4,3,2
7402682,E12000002,H,2,1,2,7,2,2,1,1,1,2,9,4,2,-9,1
7403556,E12000002,H,1,1,2,2,1,2,1,1,1,2,1,6,12,3,3
7403695,E12000002,H,2,1,2,5,2,2,1,1,1,2,1,2,11,3,2
7403714,E12000002,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7403052,E12000002,H,5,1,1,2,1,2,1,1,1,9,3,-9,-9,-9,4
7403662,E12000002,H,2,1,2,6,2,2,1,3,1,9,5,7,4,-9,4
7403677,E12000002,H,5,1,2,2,1,2,1,1,1,1,3,6,11,-9,4
7402814,E12000002,H,1,1,2,8,5,2,1,3,1,2,5,9,7,-9,4
7403612,E12000002,H,2,1,2,8,2,2,1,2,1,2,5,8,2,-9,3
7403613,E12000002,H,1,1,1,6,4,2,1,2,1,2,2,5,3,1,3
7402749,E12000002,H,1,1,2,8,5,2,1,4,1,2,5,9,2,-9,4
7403066,E12000002,H,2,1,1,5,2,2,1,3,1,2,1,5,8,3,3
7402690,E12000002,H,2,1,2,7,2,2,1,2,1,2,5,2,10,-9,1
7402603,E12000002,H,1,1,2,8,5,2,1,3,1,2,5,9,8,-9,4
7402976,E12000002,H,2,1,2,6,2,2,1,3,1,2,5,9,10,-9,4
7402553,E12000002,H,1,1,1,7,3,2,1,2,1,1,5,2,2,-9,1
7402779,E12000002,H,2,1,1,4,2,2,1,4,1,2,1,7,6,3,2
7402796,E12000002,H,5,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7402800,E12000002,H,5,1,2,3,1,2,1,1,1,1,1,7,4,2,4
7403007,E12000002,H,2,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
7402728,E12000002,H,1,1,2,4,1,2,1,1,1,2,1,2,12,3,1
7402552,E12000002,H,2,1,2,1,1,1,2,1,3,6,-9,-9,-9,-9,-9
7402803,E12000002,H,2,1,1,7,2,2,1,4,1,2,5,5,5,-9,3
7402742,E12000002,H,3,1,2,6,4,2,1,2,1,2,1,4,8,3,2
7402729,E12000002,H,1,1,1,3,1,2,2,2,1,1,1,3,8,3,1
7402759,E12000002,H,3,1,2,4,1,2,1,2,1,1,1,7,9,3,2
7402997,E12000002,H,3,1,2,4,4,2,1,1,2,2,1,1,8,4,1
7402806,E12000002,H,3,1,1,3,1,2,1,2,1,2,1,4,11,3,2
7402687,E12000002,H,1,1,2,7,5,2,1,2,1,2,5,4,9,-9,2
7403019,E12000002,H,2,1,2,4,2,2,1,2,1,2,1,1,4,3,2
7402799,E12000002,H,5,1,2,5,4,2,1,3,1,2,1,6,11,3,4
7402734,E12000002,H,5,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7403037,E12000002,H,5,1,2,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
7402774,E12000002,H,5,1,2,5,2,2,2,3,1,2,1,9,2,3,4
7402775,E12000002,H,5,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7402695,E12000002,H,1,1,2,8,5,2,1,1,1,2,5,7,6,-9,2
7402810,E12000002,H,2,1,2,1,1,2,1,1,3,1,-9,-9,-9,-9,-9
7402696,E12000002,H,2,1,2,5,2,2,1,1,1,2,1,7,6,2,2
7402756,E12000002,H,2,1,1,6,2,2,1,3,1,2,5,4,9,-9,2
7402731,E12000002,H,2,1,2,2,1,1,1,1,1,1,4,9,4,1,2
7403059,E12000002,H,2,1,2,2,1,2,1,2,1,9,1,7,4,1,4
7403050,E12000002,H,3,1,2,4,1,2,1,1,1,2,1,9,8,2,4
7402794,E12000002,H,5,1,2,5,4,2,1,2,1,2,1,7,4,1,4
7402705,E12000002,H,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7402697,E12000002,H,1,1,2,7,4,2,1,3,1,2,5,7,4,-9,4
7402795,E12000002,H,3,1,2,5,1,2,1,3,1,2,8,-9,-9,-9,3
7403006,E12000002,H,5,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
7402711,E12000002,H,-9,2,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
7402975,E12000002,H,3,1,2,7,5,2,1,1,1,8,5,7,7,-9,3
7402802,E12000002,H,2,1,1,1,1,1,1,2,1,2,-9,-9,-9,-9,-9
7402748,E12000002,H,1,1,2,8,4,2,1,4,1,2,5,6,11,-9,4
7402712,E12000002,H,1,1,2,6,4,2,1,1,1,2,5,2,11,-9,2
7402968,E12000002,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7403082,E12000002,H,2,1,2,7,2,2,1,3,1,2,5,4,6,-9,1
7402786,E12000002,H,3,1,1,3,1,2,1,2,1,2,1,5,10,3,3
7402994,E12000002,H,2,1,1,5,2,2,1,1,1,2,1,9,6,3,4
7402751,E12000002,H,2,1,2,2,1,1,1,1,1,2,4,7,4,1,2
7402724,E12000002,H,2,1,2,5,2,2,1,1,1,2,2,2,11,2,1
7402725,E12000002,H,2,1,1,2,1,1,1,1,1,9,6,9,8,-9,2
7402735,E12000002,H,2,1,1,6,2,2,1,1,1,2,1,3,9,2,2
7404008,E12000002,H,2,1,1,2,1,1,1,1,1,1,6,9,5,-9,2
7404344,E12000002,H,5,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
7404154,E12000002,H,2,1,1,2,1,1,1,1,1,2,6,5,4,-9,2
7402579,E12000002,H,2,1,2,7,2,2,1,2,1,2,5,7,4,-9,3
7403431,E12000002,H,2,1,1,4,2,2,1,1,1,2,1,1,2,3,1
7403331,E12000002,H,2,1,1,7,2,2,1,1,1,2,5,2,10,-9,1
7403577,E12000002,H,4,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7403017,E12000002,H,2,1,2,6,2,2,1,1,1,2,5,6,10,-9,4
7403067,E12000002,H,2,1,2,6,2,2,1,2,1,2,1,7,9,2,2
7402978,E12000002,H,1,1,1,7,5,2,2,3,2,2,5,8,3,-9,2
7403687,E12000002,H,2,1,2,6,2,2,1,3,1,2,5,5,5,-9,2
7403787,E12000002,H,2,1,2,6,2,2,1,3,1,2,5,6,11,-9,3
7404263,E12000002,H,2,1,2,5,2,2,1,2,1,2,1,2,10,2,1
7404378,E12000002,H,2,1,1,1,1,2,1,2,1,1,-9,-9,-9,-9,-9
7403804,E12000002,H,5,1,1,5,1,2,1,1,1,2,1,2,8,3,1
7404238,E12000002,H,2,1,2,7,2,2,1,1,1,2,5,1,11,-9,1
7404240,E12000002,H,2,1,1,5,2,2,1,1,1,1,1,2,10,4,1
7404505,E12000002,H,2,1,2,1,1,1,1,2,1,2,-9,-9,-9,-9,-9
7404499,E12000002,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7403349,E12000002,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7402667,E12000002,H,1,1,1,5,4,2,1,3,1,2,2,5,3,1,3
7403408,E12000002,H,1,1,1,3,1,2,2,2,1,2,1,8,2,3,4
7403919,E12000002,H,1,1,2,8,2,2,1,3,1,2,5,9,8,-9,4
7403659,E12000002,H,1,1,2,8,5,2,1,4,1,2,8,7,4,-9,4
7403200,E12000002,H,2,1,1,5,2,2,1,1,1,1,1,1,4,3,2
7403243,E12000002,H,2,1,1,2,1,2,1,3,1,2,3,-9,-9,-9,4
7403114,E12000002,H,2,1,1,7,2,2,1,3,1,1,5,8,4,-9,3
7403103,E12000002,H,2,1,2,2,1,2,1,1,1,9,1,3,2,2,2
7403124,E12000002,H,2,1,2,4,2,2,1,1,1,2,1,4,5,2,2
7404297,E12000002,H,2,1,2,5,2,2,1,2,1,2,1,2,6,3,1
7402587,E12000002,H,2,1,1,2,1,2,1,2,1,1,1,5,8,3,3
7402625,E12000002,H,2,1,1,4,2,2,1,1,1,1,2,2,8,4,1
7402943,E12000002,H,2,1,2,3,2,2,1,1,1,2,1,6,12,1,3
7403280,E12000002,H,2,1,1,5,2,2,2,1,1,2,1,2,6,3,1
7403576,E12000002,H,3,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7402717,E12000002,H,2,1,2,8,2,2,2,3,1,2,5,2,10,-9,3
7402716,E12000002,H,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7403030,E12000002,H,2,1,2,7,2,2,1,2,1,2,5,8,10,-9,3
7402891,E12000002,H,2,1,2,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
7402931,E12000002,H,2,1,1,2,1,2,1,1,1,2,3,-9,-9,-9,3
7403683,E12000002,H,2,1,2,3,1,2,1,4,1,2,8,-9,-9,-9,1
7403438,E12000002,H,1,1,1,5,1,2,2,2,3,1,1,5,5,2,4
7403753,E12000002,H,2,1,2,7,2,2,1,2,1,2,1,9,12,1,4
7403174,E12000002,H,5,1,2,4,4,2,1,1,1,2,1,1,9,3,1
7403128,E12000002,H,2,1,2,5,2,2,1,1,1,2,7,7,4,-9,2
7403238,E12000002,H,3,1,1,4,1,2,1,1,1,1,1,7,6,3,4
7403915,E12000002,H,2,1,1,6,2,2,1,3,1,2,5,8,2,-9,4
7403820,E12000002,H,2,1,2,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
7403571,E12000002,H,2,1,2,5,2,2,1,4,1,2,7,7,4,-9,3
7403069,E12000002,H,3,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7402757,E12000002,H,1,1,1,7,1,2,1,4,1,1,5,4,9,-9,2
7403016,E12000002,H,2,1,2,7,2,2,1,1,1,2,5,8,2,-9,3
7403467,E12000002,H,2,1,2,8,2,2,1,3,1,2,5,9,8,-9,4
7403821,E12000002,H,5,1,1,5,1,2,1,1,1,2,1,3,7,3,2
7403696,E12000002,H,3,1,1,5,1,2,1,2,1,2,7,5,3,-9,3
7403119,E12000002,H,4,1,1,5,2,2,2,1,4,2,1,6,11,2,3
7403987,E12000002,H,2,1,1,5,2,2,1,3,1,2,8,5,3,-9,1
7404375,E12000002,H,5,1,2,2,1,1,1,1,1,2,4,9,5,1,2
7403937,E12000002,H,2,1,2,6,2,2,1,4,1,2,5,5,11,-9,2
7402517,E12000002,H,5,1,2,5,4,2,1,2,1,2,1,6,11,2,3
7402590,E12000002,H,3,1,2,4,1,2,1,2,1,2,1,6,11,1,3
7402778,E12000002,H,2,1,1,8,2,2,1,2,1,2,5,9,2,-9,4
7402638,E12000002,H,2,1,1,3,2,2,1,3,1,2,1,1,7,3,2
7403070,E12000002,H,2,1,2,4,3,2,1,1,1,2,1,5,2,3,3
7403599,E12000002,H,2,1,1,4,2,2,1,2,1,1,1,1,2,4,1
7402752,E12000002,H,1,1,2,6,4,2,1,1,1,2,1,4,8,3,2
7402946,E12000002,H,2,1,1,6,2,2,1,1,1,2,2,3,12,4,2
7405510,E12000002,H,5,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7405971,E12000002,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7405967,E12000002,H,2,1,1,2,1,1,1,1,1,9,6,-9,-9,-9,2
7405756,E12000002,H,2,1,2,4,2,2,1,3,1,2,1,6,10,3,2
7405678,E12000002,H,2,1,1,4,1,2,1,4,1,2,8,-9,-9,-9,2
7405750,E12000002,H,2,1,2,4,2,2,1,1,1,2,1,2,10,3,1
7404611,E12000002,H,2,1,1,4,2,2,2,2,3,6,3,9,8,-9,4
7405144,E12000002,H,3,1,1,3,1,2,1,1,2,1,1,4,2,3,2
7405960,E12000002,H,2,1,2,6,2,2,1,1,1,2,5,4,11,-9,1
7405961,E12000002,H,2,1,1,4,2,2,1,2,1,2,1,5,2,3,3
7405903,E12000002,H,2,1,2,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
7405757,E12000002,H,2,1,2,3,1,2,1,1,1,1,1,2,4,3,2
7405478,E12000002,H,1,1,1,4,1,2,1,1,1,2,3,9,9,-9,4
7405717,E12000002,H,5,1,1,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
7405230,E12000002,H,3,1,2,5,1,2,1,1,1,2,1,4,9,3,2
7404931,E12000002,H,2,1,2,4,2,2,1,3,1,2,1,4,4,1,2
7404940,E12000002,H,2,1,1,5,2,2,1,1,1,2,1,1,2,3,2
7404642,E12000002,H,5,1,1,1,1,2,1,1,3,6,-9,-9,-9,-9,-9
7405743,E12000002,H,3,1,2,2,1,2,1,2,1,2,1,6,11,2,4
7404938,E12000002,H,2,1,2,6,2,2,1,1,1,2,1,2,11,3,2
7405959,E12000002,H,2,1,1,3,1,2,1,1,1,2,1,9,5,3,4
7404844,E12000002,H,1,1,2,6,4,2,1,2,1,1,1,3,6,3,2
7405096,E12000002,H,2,1,2,5,2,2,1,1,1,2,1,2,11,2,2
7405962,E12000002,H,1,1,2,6,1,2,1,2,1,2,5,3,2,-9,2
7404830,E12000002,H,3,1,2,5,3,2,1,1,1,2,1,6,8,3,2
7404817,E12000002,H,2,1,2,5,2,2,1,2,1,9,1,2,11,3,1
7404814,E12000002,H,2,1,2,1,1,1,1,1,3,6,-9,-9,-9,-9,-9
7405093,E12000002,H,2,1,2,6,2,2,1,1,1,9,1,9,12,3,4
7405954,E12000002,H,5,1,1,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
7405127,E12000002,H,2,1,1,6,2,2,1,3,1,2,1,4,11,2,2
7404898,E12000002,H,2,1,2,7,2,2,1,2,1,2,5,9,5,-9,2
7404892,E12000002,H,2,1,1,2,1,1,1,1,1,2,6,-9,-9,-9,2
7404887,E12000002,H,2,1,2,3,2,2,1,2,1,2,1,6,10,2,4
7404896,E12000002,H,2,1,2,7,2,2,1,3,1,9,1,9,2,2,4
7404893,E12000002,H,1,1,1,6,1,2,1,1,1,2,2,9,8,3,4
7404833,E12000002,H,3,1,1,4,1,2,1,3,1,2,1,6,11,2,3
7404884,E12000002,H,2,1,2,6,2,2,1,3,1,2,5,7,4,-9,2
7404836,E12000002,H,2,1,2,2,1,2,1,3,1,2,9,6,12,-9,2
7405105,E12000002,H,2,1,1,4,2,2,1,2,1,2,1,8,6,3,4
7405945,E12000002,H,3,1,2,5,1,2,1,2,1,2,7,4,11,-9,4
7404838,E12000002,H,3,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7405077,E12000002,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7404647,E12000002,H,-9,2,2,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
7405893,E12000002,H,2,1,1,5,2,2,1,1,1,2,2,7,4,4,4
7405076,E12000002,H,2,1,2,6,2,2,1,1,1,2,1,2,10,3,1
7404846,E12000002,H,3,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7404874,E12000002,H,1,1,2,3,1,2,1,1,1,2,1,6,11,3,4
7404843,E12000002,H,2,1,1,8,2,2,1,4,1,2,5,3,1,-9,2
7405131,E12000002,H,2,1,1,6,2,2,1,1,1,2,1,5,2,3,3
7405126,E12000002,H,2,1,2,2,1,1,1,1,1,2,4,9,4,1,2
7404815,E12000002,H,2,1,2,7,2,2,1,4,1,9,5,2,11,-9,4
7404827,E12000002,H,3,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7405099,E12000002,H,2,1,1,6,2,2,1,3,1,2,1,5,2,3,3
7404873,E12000002,H,5,1,2,3,1,2,1,3,1,2,8,6,12,-9,4
7404845,E12000002,H,2,1,2,4,2,2,1,2,1,9,1,2,11,3,2
7405075,E12000002,H,2,1,2,2,1,1,1,2,1,9,6,-9,-9,-9,2
7405257,E12000002,H,1,1,1,4,1,2,1,2,1,2,1,9,8,4,4
7405119,E12000002,H,5,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7405013,E12000002,H,5,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
7405124,E12000002,H,2,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
7405095,E12000002,H,2,1,2,8,2,2,1,1,1,2,5,4,10,-9,1
7405130,E12000002,H,1,1,2,5,1,2,1,1,1,1,1,3,2,3,1
7405330,E12000002,H,5,1,2,1,1,2,1,3,1,2,-9,-9,-9,-9,-9
7405098,E12000002,H,2,1,2,6,2,2,1,2,1,2,5,6,2,-9,3
7405125,E12000002,H,2,1,2,7,2,2,1,2,1,2,5,1,11,-9,4
7405092,E12000002,H,3,1,2,1,1,2,1,1,1,9,-9,-9,-9,-9,-9
7405122,E12000002,H,2,1,2,2,1,1,1,1,1,2,4,9,5,2,2
7406721,E12000002,H,2,1,1,2,1,2,1,1,1,2,1,9,5,2,4
7406669,E12000002,H,5,1,2,4,1,2,1,1,1,1,1,8,6,2,4
7406366,E12000002,H,2,1,2,7,2,2,1,2,1,2,1,9,8,2,4
7406398,E12000002,H,3,1,2,3,1,2,1,1,1,2,3,9,5,-9,3
7406336,E12000002,H,2,1,2,5,2,2,1,2,1,2,1,7,9,3,2
7406719,E12000002,H,2,1,1,5,2,2,1,2,1,2,1,2,3,3,1
7406395,E12000002,H,5,1,1,2,1,2,1,1,1,2,9,9,5,-9,2
7406362,E12000002,H,5,1,2,5,4,2,1,1,1,1,1,4,7,2,2
7406369,E12000002,H,5,1,2,1,1,1,1,2,1,2,-9,-9,-9,-9,-9
7406375,E12000002,H,5,1,2,6,4,2,1,3,1,2,5,1,5,-9,2
7406353,E12000002,H,1,1,1,6,4,2,1,4,1,2,8,8,7,-9,4
7406352,E12000002,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
7406357,E12000002,H,5,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7406358,E12000002,H,3,1,1,3,1,1,1,1,1,1,4,7,4,2,2
7406729,E12000002,H,3,1,2,1,1,1,2,1,1,2,-9,-9,-9,-9,-9
7406364,E12000002,H,5,1,2,6,1,2,1,2,1,1,1,7,4,2,4
